year,lon,lat,dep,mag
1990,102.9,26.92,15.0,2.9
1990,102.9,26.9,15.0,3.4
1990,99.67,22.88,10.0,3.7
1990,105.18,33.22,3.0,2.5
1990,103.17,27.62,5.0,2.5
1990,104.03,28.9,15.0,2.5
1990,102.43,31.55,10.0,3.7
1990,98.95,25.95,15.0,4.8
1990,99.55,23.25,5.0,3.4
1990,99.52,23.25,15.0,4.1
1990,99.53,23.28,5.0,3.6
1990,99.52,23.25,15.0,3.7
1990,99.53,23.27,10.0,3.5
1990,103.0,27.13,5.0,2.7
1990,99.63,22.93,10.0,3.3
1990,102.83,27.03,10.0,2.5
1990,106.75,24.62,9.0,2.8
1990,99.52,23.33,10.0,2.5
1990,98.75,24.4,15.0,3.0
1990,102.07,31.9,10.0,2.7
1990,102.07,31.92,10.0,3.0
1990,104.62,29.1,10.0,2.9
1990,104.67,33.08,1.0,3.0
1990,103.53,31.93,15.0,2.9
1990,102.42,31.58,10.0,2.5
1990,102.38,31.6,10.0,2.6
1990,102.4,31.55,10.0,2.5
1990,99.55,23.2,15.0,2.6
1990,98.75,24.83,10.0,3.2
1990,105.5,29.4,15.0,2.5
1990,102.23,29.2,10.0,3.1
1990,98.8,26.03,10.0,2.8
1990,101.0,27.17,10.0,3.1
1990,99.83,22.7,10.0,4.4
1990,103.13,30.25,25.0,2.6
1990,106.82,23.6,5.0,2.9
1990,102.2,29.07,15.0,2.6
1990,102.22,29.05,15.0,2.5
1990,99.45,23.45,5.0,2.9
1990,100.15,26.38,10.0,3.0
1990,105.47,29.43,10.0,2.5
1990,105.3,32.57,15.0,3.1
1990,102.78,28.3,10.0,3.8
1990,99.32,24.83,5.0,4.2
1990,104.05,32.85,1.0,2.3
1990,102.33,31.63,10.0,3.3
1990,100.17,25.98,10.0,2.6
1990,104.65,33.25,4.0,2.9
1990,104.35,32.63,1.0,2.3
1990,99.52,23.35,10.0,3.1
1990,101.83,31.8,10.0,2.6
1990,99.7,30.03,15.0,2.5
1990,105.47,29.38,10.0,2.9
1990,104.87,33.1,4.0,2.7
1990,99.53,23.28,15.0,3.5
1990,99.42,23.47,10.0,3.1
1990,101.7,27.43,20.0,3.5
1990,100.57,26.25,10.0,3.4
1990,100.6,26.23,5.0,2.6
1990,101.68,27.43,15.0,2.8
1990,102.37,29.07,15.0,2.5
1990,101.68,27.43,15.0,2.9
1990,98.72,24.97,10.0,2.6
1990,101.95,29.93,10.0,3.5
1990,104.38,31.88,15.0,3.1
1990,104.58,33.25,17.0,2.4
1990,103.12,30.27,30.0,2.5
1990,103.3,30.58,15.0,2.9
1990,102.38,31.55,10.0,3.3
1990,102.38,31.55,10.0,3.0
1990,102.52,23.7,15.0,2.5
1990,99.35,29.92,10.0,5.0
1990,104.2,32.53,1.0,2.8
1990,102.77,26.32,15.0,3.3
1990,102.32,31.57,15.0,2.6
1990,101.25,27.1,15.0,3.2
1990,98.83,24.78,10.0,3.2
1990,99.47,30.02,10.0,3.2
1990,104.27,32.95,10.0,2.6
1990,104.67,33.37,6.0,1.9
1990,103.28,30.58,10.0,2.8
1990,99.4,23.45,10.0,2.9
1990,100.6,25.25,10.0,3.6
1990,99.87,26.12,15.0,3.8
1990,103.28,30.63,10.0,3.3
1990,104.68,29.17,10.0,2.5
1990,102.3,27.82,10.0,2.6
1990,104.28,24.72,11.0,3.2
1990,102.1,25.58,10.0,4.0
1990,101.68,27.42,20.0,2.6
1990,102.37,31.58,10.0,3.0
1990,100.57,25.2,10.0,2.7
1990,105.48,32.53,15.0,3.2
1990,102.68,26.35,10.0,3.2
1990,99.48,23.47,10.0,2.7
1990,99.48,23.48,10.0,3.1
1990,103.25,30.05,20.0,2.5
1990,104.12,32.72,10.0,2.7
1990,101.88,27.62,5.0,2.5
1990,100.87,27.15,10.0,3.0
1990,104.45,33.33,3.0,2.6
1990,102.88,24.6,10.0,2.7
1990,100.22,27.13,5.0,2.9
1990,100.37,23.6,15.0,3.4
1990,100.38,23.62,15.0,3.5
1990,101.1,29.0,10.0,3.0
1990,103.23,30.57,10.0,3.6
1990,103.17,28.03,25.0,2.6
1990,101.58,31.53,10.0,2.7
1990,101.72,32.3,15.0,2.7
1990,102.33,31.63,10.0,2.7
1990,100.22,27.12,10.0,3.4
1990,102.73,25.88,10.0,3.3
1990,98.95,24.95,10.0,3.3
1990,99.82,22.7,15.0,3.3
1990,99.23,24.83,10.0,2.8
1990,99.25,24.83,10.0,2.8
1990,99.32,30.08,10.0,3.6
1990,100.65,29.77,10.0,2.5
1990,104.52,33.03,3.0,2.2
1990,102.43,29.07,15.0,2.9
1990,101.0,27.92,10.0,2.9
1990,102.7,28.45,15.0,3.4
1990,100.52,25.15,10.0,2.9
1990,102.82,27.83,10.0,3.1
1990,104.05,31.48,15.0,3.0
1990,100.05,23.35,15.0,2.9
1990,102.73,26.9,10.0,2.7
1990,103.28,23.83,5.0,2.9
1990,100.28,25.27,10.0,2.5
1990,104.93,29.2,10.0,2.9
1990,104.87,29.2,10.0,2.9
1990,104.95,29.18,10.0,2.8
1990,104.92,29.2,10.0,2.9
1990,104.95,29.2,10.0,3.1
1990,104.92,29.2,10.0,3.6
1990,104.95,29.15,10.0,2.5
1990,103.5,31.92,10.0,3.1
1990,99.15,24.8,10.0,3.1
1990,99.17,24.8,10.0,2.9
1990,100.67,25.72,10.0,2.7
1990,98.78,24.82,10.0,4.5
1990,98.75,24.87,10.0,2.5
1990,98.73,24.85,10.0,3.0
1990,98.75,24.85,5.0,2.9
1990,98.73,24.82,10.0,3.1
1990,100.25,26.02,15.0,3.7
1990,100.27,26.05,10.0,2.9
1990,99.45,23.52,10.0,2.8
1990,102.8,30.57,10.0,2.6
1990,99.23,24.72,10.0,2.5
1990,104.42,31.78,10.0,3.0
1990,101.13,28.68,10.0,3.5
1990,103.62,31.18,10.0,2.5
1990,104.63,33.25,8.0,1.7
1990,101.08,32.03,10.0,2.8
1990,101.08,32.12,10.0,3.0
1990,104.83,33.02,1.0,2.4
1990,106.88,22.53,5.0,2.6
1990,100.13,27.07,15.0,3.3
1990,100.22,25.48,10.0,2.8
1990,102.32,31.67,10.0,3.3
1990,103.17,29.47,15.0,4.3
1990,103.17,29.48,15.0,3.2
1990,99.7,30.07,10.0,3.1
1990,99.5,30.02,10.0,2.5
1990,103.12,30.9,15.0,2.6
1990,100.42,23.8,10.0,3.1
1990,101.03,32.03,10.0,3.2
1990,102.4,31.63,5.0,2.5
1990,99.47,23.38,10.0,2.8
1990,98.23,24.52,10.0,2.7
1990,100.48,25.97,5.0,2.9
1990,101.85,32.02,15.0,3.0
1990,99.75,22.77,5.0,3.8
1990,102.63,24.37,15.0,2.9
1990,100.65,27.47,10.0,3.0
1990,97.98,24.95,10.0,3.2
1990,100.68,27.47,10.0,3.5
1990,100.0,26.57,10.0,2.6
1990,99.3,29.92,10.0,3.0
1990,100.77,27.53,10.0,3.1
1990,101.95,26.5,15.0,2.5
1990,104.53,33.03,2.0,2.6
1990,101.12,23.03,10.0,2.6
1990,102.4,31.53,10.0,2.5
1990,106.52,23.65,13.0,2.0
1990,105.5,29.38,15.0,2.5
1990,103.17,29.5,15.0,4.9
1990,104.9,29.2,10.0,3.3
1990,102.3,29.17,20.0,2.6
1990,104.87,29.18,10.0,2.5
1990,104.87,29.18,10.0,2.9
1990,100.77,26.55,10.0,2.8
1990,102.68,24.38,5.0,2.7
1990,104.85,33.12,1.0,1.8
1990,99.67,30.07,10.0,2.7
1990,99.63,30.03,10.0,3.1
1990,99.65,30.05,10.0,3.2
1990,101.15,23.05,10.0,2.7
1990,98.38,30.27,10.0,3.0
1990,100.2,27.08,15.0,2.6
1990,105.05,33.08,3.0,2.2
1990,102.02,31.75,15.0,2.7
1990,101.2,27.02,15.0,4.5
1990,104.45,33.02,12.0,1.9
1990,99.47,23.42,10.0,2.5
1990,99.28,29.88,20.0,4.4
1990,103.15,27.12,10.0,2.9
1990,99.17,29.88,15.0,3.0
1990,105.0,29.37,10.0,2.7
1990,104.95,29.32,10.0,2.5
1990,99.33,24.92,10.0,2.8
1990,99.47,23.52,10.0,2.7
1990,106.6,22.45,3.0,3.0
1990,101.32,31.75,10.0,2.8
1990,104.97,29.32,10.0,2.7
1990,104.97,29.32,10.0,3.2
1990,102.1,25.6,10.0,2.8
1990,100.73,26.88,10.0,2.7
1990,102.2,29.53,10.0,2.5
1990,102.95,26.93,10.0,3.7
1990,100.05,24.1,15.0,3.2
1990,105.45,29.42,20.0,3.0
1990,100.85,31.28,10.0,2.5
1990,106.97,23.37,6.0,2.0
1990,101.0,30.93,10.0,3.2
1990,103.98,31.53,15.0,2.8
1990,103.63,29.32,10.0,2.6
1990,102.55,23.53,10.0,2.7
1990,99.6,23.28,10.0,3.3
1990,99.57,23.05,25.0,3.5
1990,103.28,29.12,15.0,3.0
1990,101.75,29.33,10.0,2.5
1990,103.62,28.15,10.0,2.7
1990,100.37,25.8,10.0,3.5
1990,99.48,23.4,10.0,2.5
1990,103.82,31.3,10.0,2.5
1990,99.32,23.92,5.0,2.7
1990,101.17,27.0,10.0,2.5
1990,99.47,26.85,10.0,2.5
1990,102.55,26.48,10.0,3.4
1990,100.33,31.83,5.0,2.6
1990,98.87,24.42,5.0,2.6
1990,103.52,29.05,10.0,2.7
1990,102.4,29.0,10.0,2.6
1990,99.47,30.02,10.0,3.4
1990,98.65,24.63,15.0,3.3
1990,103.5,29.05,10.0,2.5
1990,101.53,30.48,10.0,3.0
1990,99.72,24.97,15.0,2.7
1990,103.73,30.22,15.0,3.9
1990,103.78,30.23,15.0,2.6
1990,100.57,23.55,15.0,3.4
1990,102.1,32.22,15.0,2.5
1990,103.07,25.18,10.0,2.6
1990,103.2,30.7,10.0,3.2
1990,99.47,23.42,10.0,3.2
1990,99.15,25.05,10.0,2.5
1990,100.0,25.72,15.0,3.4
1990,99.63,23.22,10.0,3.4
1990,99.58,23.1,15.0,4.0
1990,101.55,30.52,10.0,2.8
1990,103.98,31.48,10.0,2.6
1990,102.2,29.18,10.0,2.6
1990,103.97,29.32,15.0,2.5
1990,103.07,26.57,10.0,3.0
1990,103.58,29.63,10.0,2.7
1990,105.25,30.57,10.0,2.5
1990,103.9,28.22,10.0,3.8
1990,103.92,28.23,10.0,3.3
1990,99.75,30.25,5.0,2.6
1990,102.95,26.65,15.0,3.3
1990,100.42,24.42,10.0,2.5
1990,103.2,29.97,15.0,3.2
1990,103.52,29.43,10.0,2.8
1990,99.32,24.3,5.0,3.1
1990,104.77,29.27,10.0,3.0
1990,102.62,26.08,10.0,2.7
1990,104.42,32.93,2.0,2.4
1990,99.25,25.32,10.0,2.7
1990,99.48,23.5,10.0,2.8
1990,101.18,27.0,10.0,3.2
1990,102.85,28.2,10.0,2.5
1990,103.72,32.25,15.0,2.9
1990,102.1,25.18,5.0,4.3
1990,102.1,25.18,5.0,3.3
1990,103.12,30.22,25.0,2.8
1990,102.1,25.17,5.0,3.0
1990,106.38,24.0,9.0,2.5
1990,103.27,29.88,30.0,2.8
1990,102.33,31.62,25.0,3.0
1990,101.05,31.88,10.0,3.1
1990,99.55,23.33,15.0,4.1
1990,103.65,28.67,10.0,2.5
1990,103.62,31.98,15.0,2.6
1990,97.92,32.42,30.0,2.6
1990,100.45,23.37,10.0,3.2
1990,100.52,23.4,15.0,3.2
1990,98.78,31.42,10.0,3.4
1990,100.73,28.25,10.0,2.7
1990,101.03,22.98,10.0,2.7
1990,99.75,30.9,15.0,2.9
1990,103.9,29.5,15.0,2.5
1990,101.67,25.03,5.0,4.3
1990,101.22,23.9,5.0,3.2
1990,104.37,32.93,2.0,2.6
1990,99.33,30.0,10.0,3.4
1990,104.7,33.37,2.0,2.0
1990,102.85,30.07,30.0,2.9
1990,98.85,24.77,10.0,2.6
1991,99.43,23.52,10.0,3.5
1991,103.13,30.03,30.0,2.7
1991,99.72,22.77,25.0,3.3
1991,102.2,31.62,10.0,2.9
1991,99.42,23.43,15.0,2.9
1991,100.58,27.75,10.0,2.9
1991,99.9,22.25,15.0,3.0
1991,99.7,30.08,10.0,2.5
1991,98.07,24.42,15.0,2.5
1991,99.8,30.88,10.0,2.7
1991,99.55,30.18,10.0,2.5
1991,99.82,30.88,10.0,2.6
1991,102.4,31.62,10.0,2.7
1991,100.05,26.43,10.0,2.5
1991,104.12,32.93,15.0,2.5
1991,103.87,23.2,10.0,3.4
1991,102.42,31.6,10.0,2.6
1991,99.32,24.9,10.0,2.8
1991,101.02,32.08,15.0,2.5
1991,104.65,32.98,2.0,1.8
1991,105.88,23.03,18.0,2.7
1991,105.88,23.07,21.0,3.8
1991,105.9,23.0,9.0,2.1
1991,103.95,32.98,10.0,2.5
1991,99.22,29.92,5.0,2.7
1991,100.8,32.57,15.0,2.7
1991,104.88,29.2,10.0,3.1
1991,102.77,27.98,15.0,2.6
1991,102.27,29.2,15.0,2.6
1991,101.83,29.15,15.0,2.5
1991,104.52,33.15,20.0,2.0
1991,104.87,29.23,5.0,2.5
1991,104.48,32.72,9.0,2.3
1991,99.95,26.27,15.0,2.7
1991,104.78,33.12,2.0,2.0
1991,102.38,31.58,10.0,5.0
1991,102.35,31.65,10.0,2.8
1991,102.35,31.6,5.0,2.6
1991,99.65,22.73,25.0,3.1
1991,99.57,23.2,20.0,3.4
1991,102.45,28.93,20.0,2.5
1991,100.27,26.25,10.0,2.9
1991,102.38,31.62,5.0,2.5
1991,100.8,27.65,10.0,2.7
1991,102.38,31.65,10.0,2.5
1991,104.9,33.0,2.0,2.5
1991,103.23,27.03,15.0,2.9
1991,101.0,31.92,15.0,2.6
1991,99.35,23.42,15.0,3.2
1991,103.83,25.7,5.0,4.7
1991,103.52,29.47,10.0,2.6
1991,99.6,23.03,15.0,4.1
1991,101.17,23.03,5.0,2.9
1991,100.98,32.08,15.0,3.1
1991,104.85,33.3,1.0,2.4
1991,103.83,33.35,10.0,3.3
1991,99.6,30.08,10.0,2.5
1991,103.37,30.88,10.0,2.8
1991,100.88,23.03,5.0,4.2
1991,104.58,33.17,21.0,2.2
1991,101.1,27.02,15.0,2.5
1991,103.82,33.4,2.0,2.7
1991,99.62,23.08,15.0,3.1
1991,100.03,22.35,15.0,3.3
1991,100.17,26.37,10.0,2.8
1991,100.82,27.25,15.0,2.5
1991,100.33,22.18,5.0,4.0
1991,100.75,26.58,10.0,2.7
1991,103.62,28.88,10.0,2.5
1991,104.83,33.32,3.0,2.2
1991,102.33,31.6,5.0,2.6
1991,101.68,31.9,15.0,2.7
1991,99.27,29.88,15.0,3.2
1991,103.17,29.2,15.0,3.1
1991,104.42,29.53,10.0,2.5
1991,101.35,29.92,10.0,3.3
1991,102.45,24.18,10.0,2.6
1991,102.35,29.03,15.0,2.7
1991,102.77,26.98,20.0,3.0
1991,99.47,30.02,5.0,2.6
1991,102.13,28.98,10.0,2.5
1991,103.53,30.68,15.0,2.5
1991,99.47,25.32,15.0,2.7
1991,102.95,26.35,15.0,2.9
1991,102.32,29.03,10.0,3.0
1991,102.33,29.05,10.0,3.1
1991,99.48,23.48,10.0,2.7
1991,99.5,30.42,15.0,2.5
1991,99.52,23.15,20.0,2.7
1991,99.45,23.47,10.0,3.0
1991,98.65,31.62,10.0,2.6
1991,102.8,23.95,5.0,2.8
1991,100.42,23.73,10.0,2.8
1991,99.85,30.88,5.0,2.8
1991,99.83,30.88,10.0,2.5
1991,99.78,30.88,15.0,2.8
1991,99.83,30.88,5.0,2.5
1991,99.83,30.9,10.0,2.6
1991,99.77,30.88,10.0,2.5
1991,99.72,30.92,15.0,2.7
1991,99.8,30.9,5.0,3.2
1991,99.47,23.42,10.0,2.9
1991,100.93,27.8,10.0,3.2
1991,100.95,27.78,15.0,3.5
1991,100.95,27.13,10.0,2.8
1991,99.93,25.65,10.0,2.5
1991,102.82,24.48,10.0,2.6
1991,104.87,32.98,4.0,2.2
1991,99.7,30.15,10.0,2.5
1991,99.92,25.13,10.0,2.9
1991,101.98,24.45,10.0,2.8
1991,104.63,28.08,5.0,3.8
1991,104.33,31.88,10.0,3.7
1991,102.42,31.55,5.0,2.5
1991,104.32,31.9,10.0,2.6
1991,102.9,24.43,25.0,2.9
1991,104.53,33.0,1.0,3.7
1991,104.63,32.92,17.0,4.0
1991,104.55,33.02,1.0,2.1
1991,101.82,31.2,5.0,2.6
1991,101.8,31.27,10.0,2.7
1991,102.45,32.15,30.0,2.7
1991,100.9,27.18,15.0,2.6
1991,100.95,22.85,5.0,2.9
1991,100.53,25.57,15.0,2.7
1991,101.92,25.63,10.0,2.6
1991,100.97,27.47,10.0,2.5
1991,105.48,29.37,10.0,3.4
1991,103.8,33.37,15.0,2.6
1991,102.73,26.33,10.0,2.5
1991,98.83,24.43,15.0,2.5
1991,99.78,28.55,10.0,2.6
1991,99.68,30.03,15.0,3.3
1991,99.67,30.03,30.0,2.7
1991,99.68,30.05,15.0,2.8
1991,99.67,30.05,30.0,2.7
1991,99.68,30.0,15.0,2.5
1991,99.75,30.32,15.0,2.7
1991,99.73,30.3,15.0,3.0
1991,102.88,31.52,15.0,2.6
1991,103.13,30.13,10.0,3.2
1991,100.98,23.73,20.0,3.6
1991,101.15,23.08,15.0,3.0
1991,104.33,33.02,1.0,2.2
1991,98.95,24.6,10.0,3.4
1991,103.63,28.68,10.0,2.6
1991,105.52,29.37,15.0,2.9
1991,105.52,29.37,20.0,2.7
1991,102.83,26.78,15.0,3.6
1991,103.22,30.03,30.0,2.6
1991,104.97,33.1,2.0,2.2
1991,102.98,30.08,15.0,2.7
1991,102.23,24.83,10.0,2.7
1991,99.43,29.95,15.0,2.5
1991,104.67,33.25,21.0,2.0
1991,100.87,27.12,10.0,2.7
1991,103.92,28.18,10.0,3.2
1991,100.03,26.93,10.0,2.6
1991,104.7,33.27,2.0,2.5
1991,102.02,25.58,5.0,2.8
1991,99.63,23.0,15.0,4.0
1991,99.93,25.62,10.0,2.6
1991,101.05,22.98,5.0,3.5
1991,100.87,27.18,15.0,2.7
1991,104.67,33.3,11.0,2.3
1991,99.77,30.18,10.0,3.2
1991,103.22,29.75,10.0,2.6
1991,102.63,28.37,10.0,3.4
1991,104.2,29.73,20.0,2.7
1991,98.92,30.8,10.0,2.6
1991,99.45,23.47,10.0,3.0
1991,101.4,28.17,10.0,3.3
1991,101.22,28.18,10.0,2.9
1991,102.28,27.93,10.0,2.9
1991,102.78,23.53,10.0,2.9
1991,99.42,23.47,10.0,2.8
1991,99.57,23.1,15.0,3.0
1991,99.38,26.35,10.0,2.6
1991,103.25,29.6,25.0,2.6
1991,100.87,27.2,5.0,2.5
1991,102.1,32.25,10.0,2.5
1991,104.45,28.12,10.0,2.8
1991,103.55,29.82,30.0,2.6
1991,101.05,23.93,10.0,3.1
1991,103.62,24.38,5.0,2.5
1991,104.18,29.15,10.0,3.1
1991,99.02,24.9,10.0,2.9
1991,99.03,24.88,10.0,3.6
1991,99.7,26.1,15.0,2.9
1991,99.72,26.1,10.0,2.9
1991,99.7,26.1,15.0,4.1
1991,99.72,26.1,10.0,3.0
1991,99.75,26.07,10.0,3.6
1991,99.77,26.07,15.0,3.5
1991,104.83,33.3,6.0,2.1
1991,99.73,26.1,10.0,3.2
1991,104.92,33.32,10.0,1.7
1991,102.75,31.67,10.0,2.8
1991,99.03,24.87,10.0,2.5
1991,101.02,27.98,15.0,3.4
1991,102.58,31.8,10.0,3.3
1991,99.7,26.1,15.0,3.0
1991,103.83,33.1,2.0,3.2
1991,99.7,26.12,15.0,3.4
1991,102.08,28.07,10.0,3.2
1991,102.12,28.05,15.0,2.6
1991,99.72,26.12,10.0,2.8
1991,98.85,24.45,10.0,2.9
1991,99.05,24.87,10.0,2.9
1991,99.72,23.1,10.0,2.6
1991,103.78,33.1,9.0,2.3
1991,102.32,29.18,15.0,2.8
1991,104.58,33.22,1.0,2.6
1991,99.8,23.05,15.0,3.0
1991,103.97,31.7,15.0,2.9
1991,104.17,29.43,10.0,3.3
1991,104.47,33.25,17.0,1.3
1991,99.72,23.9,10.0,3.5
1991,102.15,29.12,10.0,2.6
1991,104.87,33.33,3.0,1.9
1991,104.97,33.02,6.0,2.2
1991,99.07,24.88,10.0,3.4
1991,99.03,24.88,10.0,3.2
1991,99.03,24.88,5.0,3.0
1991,99.05,24.88,10.0,2.7
1991,99.12,24.83,10.0,3.6
1991,99.1,24.85,10.0,3.6
1991,99.05,24.85,10.0,2.5
1991,102.33,29.03,20.0,2.7
1991,103.82,33.08,5.0,2.6
1991,102.67,27.08,10.0,3.7
1991,104.3,31.85,5.0,2.5
1991,101.62,29.97,10.0,3.3
1991,101.63,29.97,15.0,2.5
1991,99.03,24.93,10.0,3.2
1991,99.57,23.33,10.0,2.8
1991,99.6,23.32,10.0,3.5
1991,99.03,24.87,10.0,2.6
1991,99.05,24.88,5.0,2.7
1991,104.2,26.87,10.0,2.8
1991,99.05,24.88,10.0,3.3
1991,102.8,24.5,5.0,3.1
1991,99.4,24.88,10.0,2.9
1991,103.8,33.3,10.0,3.6
1991,104.22,32.63,10.0,3.9
1991,99.47,23.27,15.0,3.1
1991,102.82,27.03,10.0,3.0
1991,102.8,30.62,10.0,2.6
1991,102.43,31.53,10.0,2.8
1991,99.8,30.87,10.0,2.8
1991,98.83,24.37,5.0,2.5
1991,104.58,33.22,14.0,2.4
1991,101.72,21.93,5.0,3.4
1991,100.92,27.97,10.0,3.5
1991,100.93,28.0,10.0,2.8
1991,103.05,25.07,5.0,2.6
1991,104.73,33.02,1.0,2.7
1991,99.83,30.88,10.0,2.7
1991,104.12,31.68,15.0,2.7
1991,104.75,33.0,2.0,2.4
1991,100.27,27.27,10.0,3.2
1991,104.17,32.78,10.0,2.8
1991,101.6,32.13,10.0,2.7
1991,104.67,33.22,20.0,2.2
1991,99.62,23.27,10.0,2.9
1991,102.9,30.23,30.0,2.6
1991,104.7,32.57,3.0,2.4
1991,104.03,29.43,10.0,3.3
1991,100.37,23.43,10.0,3.3
1991,101.65,31.65,10.0,2.5
1991,99.25,29.97,10.0,2.8
1991,100.38,23.62,15.0,3.3
1991,102.78,29.68,10.0,2.8
1991,98.78,24.77,5.0,3.3
1991,101.32,31.85,10.0,2.5
1991,102.42,23.82,10.0,3.5
1991,103.37,31.0,10.0,3.2
1991,100.65,27.9,10.0,2.9
1991,104.47,31.98,10.0,2.7
1991,99.73,26.1,10.0,2.7
1991,103.87,33.05,10.0,2.7
1991,99.67,23.2,10.0,2.7
1991,102.02,29.57,10.0,2.5
1991,99.57,30.12,10.0,2.6
1991,101.88,27.63,5.0,2.6
1991,102.35,31.62,10.0,2.8
1991,99.28,24.88,10.0,2.5
1991,103.52,29.4,5.0,2.5
1991,99.58,30.07,10.0,2.6
1991,99.02,24.83,5.0,3.0
1991,99.03,24.83,10.0,3.5
1991,104.6,33.2,2.0,1.8
1991,104.6,33.18,1.0,2.3
1991,100.65,26.62,10.0,2.6
1991,102.42,31.58,10.0,2.6
1991,103.15,24.53,10.0,3.3
1991,102.35,23.92,10.0,4.1
1991,104.67,33.3,3.0,2.4
1991,99.5,23.52,10.0,2.9
1991,102.37,29.02,15.0,2.8
1991,104.68,33.32,19.0,1.8
1991,102.72,27.8,20.0,2.5
1991,100.9,27.63,15.0,3.1
1991,100.88,27.62,15.0,2.8
1991,103.83,33.1,10.0,2.6
1991,104.95,33.22,1.0,2.5
1991,103.97,31.43,10.0,2.7
1991,100.82,27.7,15.0,2.7
1991,100.85,27.67,10.0,3.6
1991,100.87,27.65,10.0,3.0
1991,104.0,29.23,10.0,2.9
1991,103.08,28.95,10.0,2.7
1991,99.45,23.58,10.0,3.1
1991,103.65,28.53,10.0,3.4
1991,101.97,29.62,15.0,2.5
1991,101.98,29.62,10.0,2.6
1991,101.92,29.62,20.0,2.5
1991,105.03,33.15,3.0,1.5
1991,103.88,33.0,10.0,3.0
1991,99.02,30.53,15.0,2.6
1991,103.0,26.53,15.0,3.3
1991,104.2,31.77,15.0,2.6
1991,102.75,26.32,20.0,3.3
1991,102.42,31.58,10.0,4.0
1991,102.0,29.6,5.0,2.5
1991,103.95,31.42,10.0,2.6
1991,104.88,33.37,2.0,2.7
1991,104.17,32.2,10.0,2.5
1991,103.68,29.85,30.0,2.8
1991,102.22,24.82,10.0,2.9
1991,99.3,24.45,15.0,3.2
1991,102.33,31.7,10.0,3.4
1991,102.35,31.72,10.0,2.7
1991,99.62,22.98,15.0,2.6
1991,99.3,24.95,15.0,3.5
1991,101.52,30.58,10.0,2.5
1991,99.43,25.05,10.0,2.8
1991,103.55,31.93,10.0,2.5
1991,98.02,30.25,10.0,2.5
1991,104.43,32.97,2.0,2.6
1991,102.85,29.45,15.0,2.7
1991,104.47,33.27,1.0,2.6
1991,104.47,32.95,6.0,2.2
1991,104.45,32.88,2.0,2.2
1991,97.87,24.98,15.0,3.1
1991,99.02,30.52,15.0,2.8
1991,104.82,29.4,10.0,3.0
1991,103.98,31.75,20.0,2.6
1991,100.7,28.23,5.0,2.6
1991,102.97,25.8,10.0,2.6
1991,101.88,32.2,10.0,2.9
1991,103.52,29.42,10.0,2.5
1991,104.03,29.33,10.0,2.9
1991,103.42,31.03,10.0,3.5
1991,103.45,29.87,30.0,2.7
1991,103.68,33.13,15.0,3.3
1991,104.57,33.28,16.0,2.8
1991,101.98,29.9,10.0,2.5
1991,101.13,23.07,15.0,2.7
1991,100.73,27.8,10.0,2.6
1991,102.5,24.32,10.0,3.0
1991,102.8,27.28,10.0,2.7
1991,100.75,28.35,10.0,2.7
1991,102.98,26.6,20.0,2.6
1991,102.97,26.55,15.0,3.4
1991,103.83,25.65,10.0,2.8
1991,99.97,25.88,15.0,4.1
1991,99.95,25.92,15.0,2.9
1991,99.97,25.9,10.0,2.8
